"","MSZoning","LotShape","LandContour","LandSlope","Neighborhood","BldgType","HouseStyle","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","ExterQual","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","HeatingQC","CentralAir","Electrical","KitchenQual","Functional","FireplaceQu","GarageType","GarageFinish","GarageQual","GarageCond","PavedDrive","Fence","SaleCondition","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","MSSubClass","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","GrLivArea","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","SalePrice"
"47","RL","IR1","Lvl","Gtl","Mitchel","1Fam","1.5Fin","Gable","VinylSd","VinylSd","None","Gd","PConc","Ex","TA","No","GLQ","Ex","Y","SBrkr","Gd","Typ","Ex","Attchd","RFn","TA","TA","Y","No Fence","Abnorml","1","1","1","1","1","6","1","50",-0.890047419505221,0.011259671281262,"7","5",2003,2003,-0.576077035080244,1.98939722001393,-1.09589641216421,0.858367854115239,0.919256491351712,0.650604888247366,1.20563263892505,90,0.31161787088171,0.921493927239521,0.58844893022573,-0.0552443921097417,-0.0414192619662035,239686
"48","FV","Reg","Lvl","Gtl","Somerst","1Fam","1Story","Gable","VinylSd","VinylSd","None","Gd","PConc","Gd","TA","Av","GLQ","Ex","Y","SBrkr","Gd","Typ","No Fireplace","Attchd","RFn","TA","TA","Y","No Fence","Normal","0","2","0","3","1","7","0","20",0.532815661253779,0.00282898006846238,"8","5",2006,2006,-0.576077035080244,-0.920064640598888,2.40968367579427,1.36440228684871,1.27622590972819,-0.794890864438069,0.267443478012157,93,1.64974166937376,1.65113128689686,-0.751918199272585,1.49933114783468,-0.0414192619662035,249700
"49","RM","Reg","Lvl","Gtl","OldTown","2fmCon","2Story","Gable","MetalSd","MetalSd","None","TA","BrkTil","TA","TA","No","Unf","Gd","Y","SBrkr","TA","Typ","No Fireplace","No Garage","No Garage","No Garage","No Garage","N","No Fence","Partial","0","2","0","2","3","8","0","190",-1.48290703648814,-0.0296042700201759,"4","5",1920,2008,-0.576077035080244,-0.972684900323611,0.38192398643933,-0.732677344298996,-1.10357021278166,0.845323016580586,-0.120772726503523,27,-2.36462972610238,-2.2122049892375,-0.751918199272585,-0.704241947620518,0.151016906005812,113000
"50","RL","Reg","Lvl","Gtl","Sawyer","1Fam","1Story","Gable","HdBoard","HdBoard","None","TA","CBlock","TA","TA","No","BLQ","Ex","Y","SBrkr","TA","Typ","No Fireplace","Attchd","Unf","TA","TA","Y","MnPrv","Normal","1","1","0","3","1","6","0","20",-0.178615879125721,-0.0135537188467925,"5","7",1966,1966,-0.576077035080244,0.700200856758213,-0.849215824954741,-0.233481214710576,-0.537075266227681,-0.794890864438069,-1.0665739698579,53,-1.02650592761034,-0.406820240341785,-0.751918199272585,-0.704241947620518,-0.0414192619662035,127000
"51","RL","IR2","Lvl","Gtl","Gilbert","1Fam","2Story","Gable","VinylSd","VinylSd","None","TA","PConc","Gd","TA","Av","GLQ","Gd","Y","SBrkr","TA","Typ","No Fireplace","Attchd","Fin","TA","TA","Y","No Fence","Normal","0","2","0","3","1","6","0","60",1.16519925270222,0.0163737696009615,"6","6",1997,1997,-0.576077035080244,-0.573647930744461,0.101296529430388,-0.600470150161423,-0.953539587666904,0.753690956188482,-0.0865183555168458,84,0.31161787088171,-0.397465915217973,-0.751918199272585,0.427730532921534,-0.0414192619662035,177000
"52","RM","Reg","Lvl","Gtl","BrkSide","1Fam","1.5Fin","Gable","Wd Sdng","Wd Sdng","None","TA","PConc","TA","TA","No","Unf","TA","Y","SBrkr","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","MnPrv","Normal","0","1","0","3","1","6","1","50",-0.73195152164311,-0.0208902763216622,"6","6",1934,1950,-0.576077035080244,-0.972684900323611,0.562973958703164,-0.550322593764413,-0.896631419519929,-0.794890864438069,-0.646006414965914,72,0.31161787088171,0.257336843448868,0.141659887059625,-0.704241947620518,-0.0414192619662035,114500
"53","RM","IR2","Bnk","Mod","IDOTRR","Duplex","1Story","Gable","Wd Sdng","Wd Sdng","None","Fa","CBlock","Gd","TA","Gd","LwQ","TA","N","SBrkr","TA","Typ","No Fireplace","CarPort","Unf","TA","TA","Y","No Fence","Normal","1","1","0","2","1","5","0","90",1.5604389973575,-0.00998801514728864,"5","5",1963,1963,-0.576077035080244,-0.744663774849811,-1.28373575838794,-0.550322593764413,-0.896631419519929,-0.794890864438069,-1.33109383469947,50,0.31161787088171,0.201210892705996,0.0937896324346852,-0.704241947620518,-0.0414192619662035,110000
"54","RL","IR1","Low","Gtl","Veenker","1Fam","1Story","Gable","WdShing","Wd Shng","None","Gd","CBlock","Ex","TA","Gd","GLQ","Gd","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","No Fence","Normal","2","0","1","0","1","5","1","20",-0.0995679301946654,0.194180271065812,"9","5",1981,1987,-0.576077035080244,2.99575968724926,-1.21131576948241,1.78837708184161,1.7573586040617,-0.794890864438069,0.621405311541159,68,1.64974166937376,1.96917834110647,6.08554983632298,0.382451633699852,-0.0414192619662035,385000
"55","RL","Reg","Bnk","Mod","NAmes","1Fam","SLvl","Gable","MetalSd","MetalSd","None","TA","CBlock","TA","TA","No","ALQ","TA","Y","SBrkr","TA","Min1","TA","Detchd","Unf","TA","TA","Y","MnPrv","Normal","0","1","0","3","1","6","1","80",-0.415759725918888,-0.0165235104211739,"5","5",1955,1955,-0.576077035080244,-0.130760744728041,-1.28373575838794,-1.53503824665116,0.510552374659804,-0.794890864438069,-0.295850622657654,49,0.31161787088171,0.463131996172732,-0.751918199272585,0.0504063727408497,-0.0414192619662035,130000
"56","RL","IR1","Lvl","Gtl","NAmes","1Fam","1Story","Gable","HdBoard","Plywood","BrkFace","TA","CBlock","TA","TA","No","BLQ","Gd","Y","SBrkr","TA","Typ","Gd","Attchd","RFn","TA","TA","Y","No Fence","Normal","0","2","0","3","1","7","1","20",1.16519925270222,-0.00166966802365145,"6","5",1964,1964,0.925000437253777,0.101645402389487,0.832285792445618,0.837852944680098,0.678690144184956,-0.794890864438069,-0.17215428298354,51,0.31161787088171,0.481840646420356,-0.751918199272585,-0.704241947620518,-0.0414192619662035,180500
"57","FV","Reg","Lvl","Gtl","Somerst","Twnhs","2Story","Gable","MetalSd","MetalSd","BrkFace","Gd","PConc","Gd","TA","No","GLQ","Ex","Y","SBrkr","Gd","Typ","No Fireplace","Attchd","Fin","TA","TA","Y","No Fence","Abnorml","1","2","1","3","1","7","0","160",-1.83862280667789,-0.038450145910315,"8","5",1999,2000,1.94043519795032,0.450254623065778,-0.557272744679309,-0.199289698985341,-0.464646688586077,0.936955076972689,0.425394188672948,86,0.31161787088171,0.0328330404773799,0.165595014372095,-0.704241947620518,-0.0414192619662035,172500
"58","RL","IR1","Lvl","Gtl","CollgCr","1Fam","2Story","Gable","VinylSd","VinylSd","None","Gd","PConc","Gd","TA","No","Unf","Ex","Y","SBrkr","Gd","Typ","No Fireplace","Attchd","RFn","TA","TA","Y","No Fence","Normal","0","2","1","3","1","7","0","60",0.730435533581418,0.00551058463151394,"7","5",2004,2004,-0.576077035080244,-0.972684900323611,0.662551443448273,-0.450027480970393,-0.78281508322598,1.17519843399216,0.389236797075899,91,0.31161787088171,0.43039185823939,-0.751918199272585,0.352265700885397,-0.0414192619662035,196500
"59","RL","IR2","HLS","Gtl","StoneBr","1Fam","2Story","Hip","VinylSd","VinylSd","BrkFace","Ex","PConc","Ex","TA","Gd","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","BuiltIn","Fin","TA","TA","Y","No Fence","Partial","0","3","1","3","1","10","1","60",-0.178615879125721,0.0154603633108146,"10","5",2006,2006,5.11366882512702,-0.972684900323611,1.90727000276213,0.803661428954864,0.681276879100728,2.68483662895206,2.72043704478035,93,1.64974166937376,0.785856212944247,0.779929948725489,-0.704241947620518,0.0283860146510964,438780
"60","RL","Reg","Bnk","Gtl","CollgCr","1Fam","1Story","Gable","HdBoard","HdBoard","None","TA","CBlock","TA","TA","Av","ALQ","Ex","Y","SBrkr","TA","Typ","No Fireplace","Detchd","Unf","TA","TA","Y","MnPrv","Normal","0","1","0","2","1","4","0","20",-0.415759725918888,-0.0162011317305338,"5","7",1972,1972,-0.576077035080244,0.412981939094099,-0.94879330969985,-0.632382231504975,-0.989753876487706,-0.794890864438069,-1.39960257667282,60,-1.02650592761034,-0.565843767446589,0.811843451808782,-0.704241947620518,-0.0414192619662035,124900
"61","RL","Reg","Lvl","Gtl","SawyerW","1Fam","1Story","Gable","VinylSd","VinylSd","None","TA","PConc","Gd","TA","No","ALQ","Ex","Y","SBrkr","Gd","Typ","No Fireplace","Detchd","Unf","TA","TA","Y","No Fence","Partial","1","1","1","3","1","5","0","20",-0.297187802522304,0.0124808026852017,"6","5",2004,2004,-0.576077035080244,1.09046778304991,-0.792637708622293,0.229243964770928,-0.0119680783260526,-0.794890864438069,-0.680260785952592,93,0.31161787088171,0.481840646420356,-0.751918199272585,0.0504063727408497,-0.0414192619662035,158000
"62","RM","Reg","Lvl","Gtl","IDOTRR","1Fam","2.5Unf","Gable","MetalSd","MetalSd","None","TA","BrkTil","TA","Fa","No","Unf","TA","N","SBrkr","Fa","Typ","No Fireplace","Detchd","Unf","TA","TA","N","No Fence","Normal","0","1","0","3","1","6","0","75",-0.415759725918888,-0.0162011317305338,"5","7",1920,1996,-0.576077035080244,-0.972684900323611,-0.0842796921400422,-1.20224082692555,-1.50451412472625,0.419233935757304,-0.769702754640028,24,-1.02650592761034,-0.865182171408573,-0.751918199272585,-0.704241947620518,0.230255328111937,101000
"63","RL","IR1","Lvl","Gtl","NridgHt","TwnhsE","1Story","Gable","VinylSd","VinylSd","Stone","Gd","PConc","Gd","Gd","Mn","GLQ","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","No Fence","Normal","0","2","0","2","1","6","1","120",-1.04814331736733,-0.0199036021472789,"8","5",2006,2006,0.406245722550108,-0.920064640598888,1.76243002495106,0.712484053687573,0.53641972381752,-0.794890864438069,-0.276820416553944,93,0.31161787088171,0.0515416907250039,0.205486893226211,0.0353134063336224,-0.0414192619662035,202500
"64","RM","IR1","Bnk","Gtl","OldTown","1Fam","2Story","Gable","Stucco","Stucco","None","TA","BrkTil","TA","TA","No","Unf","Gd","Y","SBrkr","TA","Typ","No Fireplace","Detchd","Unf","TA","TA","Y","GdPrv","Normal","0","2","0","3","1","9","0","70",-0.810999470574166,-0.00105910232168161,"7","6",1921,1950,-0.576077035080244,-0.972684900323611,0.0198240419116624,-1.09738684536816,-0.674172216763574,1.05607675548242,0.37020659097219,77,0.31161787088171,0.0328330404773799,-0.656177690022705,-0.538219317141017,0.0793250002907476,140000
"65","RL","Reg","Lvl","Gtl","CollgCr","1Fam","2Story","Gable","VinylSd","VinylSd","BrkFace","TA","PConc","Gd","TA","No","GLQ","Ex","Y","SBrkr","Gd","Typ","No Fireplace","Attchd","RFn","TA","TA","Y","GdPrv","Normal","1","2","1","3","1","8","0","60",-0.810999470574166,-0.00557728851625847,"7","5",1997,1998,2.58611925774106,0.64758059703349,-0.564062118639202,-0.000978907778982483,-0.273228304818981,1.44322221063906,0.986785268732388,85,0.31161787088171,0.804564863191871,3.84362624472164,-0.160895156960333,-0.0414192619662035,219500
"66","RL","Reg","Lvl","Gtl","NridgHt","1Fam","2Story","Gable","VinylSd","VinylSd","BrkFace","Gd","PConc","Ex","TA","Av","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","BuiltIn","RFn","TA","TA","Y","No Fence","Normal","0","2","1","4","1","9","1","60",0.216623865529557,-0.00452223098325458,"8","5",2004,2005,1.32234447404808,-0.972684900323611,1.30301572033159,0.195052449045694,-0.0507691020626262,2.25187514359938,1.82221131668525,91,1.64974166937376,1.77273751350641,0.779929948725489,1.57479597987081,-0.0414192619662035,317000
"67","RL","Reg","Lvl","Gtl","NAmes","1Fam","1Story","Gable","Plywood","Plywood","BrkFace","TA","CBlock","Gd","TA","Gd","GLQ","TA","Y","SBrkr","TA","Min1","Gd","Attchd","RFn","TA","TA","Y","No Fence","Normal","1","2","0","3","1","7","1","20",-0.297187802522304,0.0458323435896026,"7","5",1970,1989,1.00778044491926,1.02688496921587,1.05859825777541,2.02771769191825,2.70151684831832,-0.794890864438069,1.31600783432657,57,0.31161787088171,0.481840646420356,1.64957290774523,-0.704241947620518,-0.0414192619662035,180000
"68","RL","IR1","Lvl","Gtl","CollgCr","1Fam","1Story","Gable","VinylSd","VinylSd","BrkFace","Gd","PConc","Gd","TA","Av","GLQ","Ex","Y","SBrkr","Gd","Typ","No Fireplace","Attchd","RFn","TA","TA","Y","No Fence","Normal","1","2","0","3","1","7","0","20",0.0585279676674458,0.000723749528070347,"7","5",2003,2003,0.345540383595423,1.24832856222408,-0.287960910936855,0.901677107367202,0.818373829636621,-0.794890864438069,-0.0693911700235069,90,0.31161787088171,0.397651720306048,0.396967911725971,-0.266545921810925,-0.0414192619662035,226000
"69","RM","Reg","Lvl","Gtl","OldTown","1Fam","1Story","Gable","MetalSd","MetalSd","None","TA","CBlock","TA","TA","No","Unf","TA","Y","SBrkr","TA","Typ","No Fireplace","Attchd","Unf","TA","TA","Y","No Fence","Normal","0","1","0","2","1","4","0","30",-0.929571393970749,-0.0288618221265805,"4","6",1945,1950,-0.576077035080244,-0.972684900323611,0.406818357625608,-0.707603566100491,-1.07511612870817,-0.794890864438069,-1.46240225681506,32,-1.02650592761034,-1.18322922561818,-0.751918199272585,-0.704241947620518,-0.0414192619662035,80000
"70","RL","Reg","Lvl","Gtl","ClearCr","1Fam","1.5Fin","Gable","BrkFace","AsbShng","None","Gd","CBlock","TA","TA","No","BLQ","TA","Y","SBrkr","TA","Typ","TA","Attchd","Fin","TA","TA","Y","No Fence","Normal","0","2","0","3","1","7","1","50",0.414243737857196,0.0247946917625296,"7","4",1953,1953,-0.576077035080244,0.349399125260058,0.302714623573903,0.562041384496542,0.365695219376597,1.45696701969788,1.46824948315625,40,0.31161787088171,0.907462439553803,-0.751918199272585,-0.387289653068744,0.173656455178991,225000
"71","RL","IR1","Lvl","Gtl","NAmes","1Fam","1Story","Gable","Plywood","Plywood","BrkFace","TA","CBlock","Gd","TA","Gd","ALQ","Ex","Y","SBrkr","TA","Typ","Gd","Attchd","Fin","TA","TA","Y","No Fence","Normal","1","2","0","3","1","8","2","20",0.967579380374585,0.015308943016726,"7","6",1973,1973,5.5772368680537,3.1492354447797,-0.507484002306754,2.65684158126256,2.74290460697067,-0.794890864438069,1.3464561640925,60,0.31161787088171,0.201210892705996,1.64159453197441,-0.704241947620518,-0.0414192619662035,244000
"72","RL","Reg","Lvl","Gtl","Mitchel","1Fam","1Story","Gable","HdBoard","Plywood","None","TA","CBlock","TA","TA","No","ALQ","TA","Y","SBrkr","TA","Typ","No Fireplace","Detchd","Unf","TA","TA","Y","No Fence","Normal","1","1","0","2","1","4","0","20",-0.0600439557291376,-0.014252206009846,"4","6",1982,2006,-0.576077035080244,0.266083714029247,-0.650060855464524,-0.484218996695627,-0.821616106962554,-0.794890864438069,-1.27590623699871,74,0.31161787088171,-0.528426466951341,-0.751918199272585,-0.704241947620518,-0.0414192619662035,129500
"73","RL","IR1","Lvl","Gtl","Gilbert","1Fam","2Story","Gable","VinylSd","VinylSd","BrkFace","TA","PConc","Gd","TA","No","Unf","Gd","Y","SBrkr","TA","Typ","TA","Attchd","Fin","TA","TA","Y","No Fence","Normal","0","2","1","3","1","7","1","60",0.137575916598501,-0.00183574189458725,"7","5",1998,1998,-0.3553303479723,-0.972684900323611,0.599183953155931,-0.513851643657497,-0.718146710331691,1.11334679322749,0.385430755855158,85,0.31161787088171,-0.215056575303638,-0.751918199272585,0.714496894658853,-0.0414192619662035,185000
"74","RL","Reg","Lvl","Gtl","NAmes","1Fam","1Story","Gable","Wd Sdng","Wd Sdng","BrkFace","TA","CBlock","TA","TA","No","ALQ","Gd","Y","SBrkr","TA","Typ","No Fireplace","Attchd","Unf","TA","TA","Y","GdWo","Normal","1","1","0","3","1","6","0","20",0.572339635719307,-0.00154755488325748,"5","7",1954,2003,-0.00213564859958882,-0.271081437327302,-0.369433398455581,0.0651246892898038,-0.198212992261606,-0.794890864438069,-0.817278269899303,76,0.31161787088171,0.0796046660964399,-0.751918199272585,-0.704241947620518,-0.0414192619662035,144900
"75","RM","Reg","Lvl","Gtl","OldTown","1Fam","2Story","Gambrel","VinylSd","VinylSd","None","Gd","CBlock","Fa","TA","No","Unf","Gd","N","SBrkr","TA","Typ","No Fireplace","Detchd","Unf","TA","TA","Y","No Fence","Normal","0","2","0","3","2","8","0","50",-0.415759725918888,-0.0230883128487537,"3","6",1915,1950,-0.576077035080244,-0.972684900323611,0.617288950382315,-0.495616168604038,-0.834549781541412,0.957572290560913,0.170389426883237,6,-1.02650592761034,-0.439560378275127,-0.751918199272585,-0.704241947620518,0.339679815782298,107400
"76","RM","Reg","Lvl","Gtl","MeadowV","Twnhs","SLvl","Gable","CemntBd","CmentBd","None","TA","CBlock","Gd","TA","Gd","GLQ","TA","Y","SBrkr","TA","Typ","No Fireplace","BuiltIn","Unf","TA","TA","Y","GdWo","Normal","1","1","0","2","1","5","0","180",-1.95719473007447,-0.043574013281246,"4","5",1973,1973,-0.576077035080244,0.0402550993773096,-1.28373575838794,-1.35724236487994,-1.64678454509368,0.263459433090728,-1.00377428971566,60,-1.02650592761034,-0.823087708351419,0.205486893226211,0.820147659509445,-0.0414192619662035,91000
"77","RL","IR1","Lvl","Gtl","NAmes","1Fam","1Story","Gable","VinylSd","VinylSd","None","TA","CBlock","TA","TA","No","ALQ","Ex","Y","FuseA","TA","Typ","No Fireplace","Detchd","Unf","TA","TA","Y","No Fence","Normal","0","1","0","2","1","4","0","20",0.177099891064029,-0.00997336157044136,"4","7",1956,1956,-0.576077035080244,-0.472792432938741,0.354766490599755,-0.240319517855622,-0.544835470974996,-0.794890864438069,-1.07228303168901,43,-1.02650592761034,-0.888567984218103,-0.751918199272585,-0.704241947620518,-0.0414192619662035,135750
"78","RM","Reg","Lvl","Gtl","BrkSide","1Fam","1.5Fin","Gable","Wd Sdng","Wd Sdng","None","TA","CBlock","TA","TA","No","BLQ","TA","Y","SBrkr","TA","Min1","No Fireplace","Detchd","Unf","TA","TA","Y","MnPrv","Normal","1","1","0","2","1","6","0","50",-0.810999470574166,-0.00919183747191996,"5","5",1948,2001,-0.576077035080244,-0.236001264177487,-0.616113985665055,-0.878561144726662,-0.234427281082408,-0.306950142850117,-0.438577168435477,35,-1.02650592761034,-1.08968597438006,-0.751918199272585,-0.704241947620518,-0.0414192619662035,127000
"79","RL","Reg","Lvl","Gtl","Sawyer","Duplex","1Story","Hip","HdBoard","HdBoard","None","TA","CBlock","TA","TA","No","Unf","TA","N","SBrkr","TA","Typ","No Fireplace","No Garage","No Garage","No Garage","No Garage","Y","No Fence","Normal","0","2","0","4","2","8","0","90",0.0585279676674458,0.00127570092265109,"4","5",1968,1968,-0.576077035080244,-0.972684900323611,2.71746862864279,1.61969893759712,1.5659402202946,-0.794890864438069,0.480581786373707,90,-2.36462972610238,-2.2122049892375,-0.751918199272585,-0.704241947620518,-0.0414192619662035,136500
"80","RM","Reg","Lvl","Gtl","OldTown","1Fam","2Story","Gable","Wd Sdng","Wd Sdng","None","TA","PConc","TA","TA","No","Unf","Gd","Y","SBrkr","TA","Typ","No Fireplace","Detchd","Unf","TA","TA","Y","MnPrv","Normal","0","1","1","2","1","5","0","50",-0.415759725918888,-0.000375268735475377,"5","6",1910,1981,-0.576077035080244,-0.972684900323611,-0.287960910936855,-1.40738992127695,-1.24325389823332,0.460468362933751,-0.543243302005881,53,0.31161787088171,-0.15425346199886,-0.16151839223166,-0.704241947620518,0.200069262547699,110000
"81","RL","Reg","Lvl","Gtl","NAmes","1Fam","2Story","Gable","VinylSd","VinylSd","BrkFace","TA","CBlock","Gd","TA","No","Rec","TA","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","No Fence","Normal","0","2","1","4","1","8","1","60",1.16519925270222,0.0121291168408671,"6","6",1968,1968,2.60267525927415,0.00955994787122108,-0.269855913710472,-0.36796784322983,0.050113559652465,1.40427858497242,1.19231149465245,55,-1.02650592761034,0.168470754772654,-0.751918199272585,0.382451633699852,-0.0414192619662035,193500
"82","RM","Reg","Lvl","Gtl","Mitchel","TwnhsE","1Story","Hip","VinylSd","VinylSd","BrkFace","TA","PConc","Ex","Gd","No","GLQ","Ex","Y","SBrkr","TA","Typ","No Fireplace","Attchd","Fin","TA","TA","Y","No Fence","Normal","1","2","0","2","1","5","0","120",-1.52243101095367,-0.0293893508930825,"6","5",1998,1998,1.86869252464024,1.66052059673441,-1.20226327086922,0.409319280923829,0.451057471597058,-0.794890864438069,-0.339620096696186,85,0.31161787088171,-0.317954151665571,-0.751918199272585,2.29925836741773,-0.0414192619662035,153500
"83","RL","Reg","Lvl","Gtl","Somerst","1Fam","1Story","Gable","VinylSd","VinylSd","Stone","TA","PConc","Gd","TA","No","GLQ","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","No Fence","Normal","0","2","0","3","1","6","1","20",0.295671814460613,-0.00151824772956293,"8","5",2007,2007,2.0066592040827,-0.900332043202117,2.17884496115788,1.15241488935225,1.03565956256143,-0.794890864438069,0.0904625612476555,94,1.64974166937376,1.33308423268725,0.396967911725971,0.78996172669499,-0.0414192619662035,245000
